Category,Subcategory,Type,Item_Name,Item_Variant,Sales_Type,Source,Sales_Count,Revenue
Sales,BEVERAGES,NON COFFEE BASED,Creamy Coco Pandan,Creamy Coco Pandan,Ala Carte,EZO DELIVERY,1,26000
Sales,SARAPAN PAGI,Special Breakfast,Sate Ayamali Taichan,Sate Taichan,Ala Carte,EZO QS,1,27500
Sales,BEVERAGES,COFFEE BASED,Iced Sunkist Coffee,Iced Sunkist Coffee,Ala Carte,EZO QS,12,27000
Sales,SNACK,ANEKA KUE,Tahu Mangkuk Bandung,Tahu Mangkuk Bandung,Ala Carte,POS,189,5000
Sales,FOOD,INTERNATIONAL,Dori Butter Lemon,Dori Butter Lemon,Ala Carte,EZO QS,97,40500
Sales,FOOD,NUSANTARA,Bakakak Berdua,Bakakak Berdua,Ala Carte,POS,36,69000
Sales,SARAPAN PAGI,Special Breakfast,Chicken Cream Soup,Chicken Soup,Ala Carte,POS,15,26500
Sales,TAMBAHAN/ADDITIONAL,EXTRA,Tahu,Tahu,Ala Carte,EZO QS,1,4000
Sales,FOOD,INTERNATIONAL,Spice Crisp Chicken Rice,Spicy Chicken Rice,Ala Carte,EZO QS,6,46500
Sales,LITE MEAL,LITE MEAL,Cheesy Splash Burger,Cheesy Burger,Ala Carte,POS,17,56500
Sales,TAMBAHAN/ADDITIONAL,EXTRA,Sosis,Sosis,Ala Carte,EZO QS,17,5000
Sales,BEVERAGES,NON COFFEE BASED,Amali Drink (Hot),Amali Drink (Hot),Ala Carte,EZO QS,31,16500
Sales,LITE MEAL,LITE MEAL,Chicken Popcorn,Chicken Popcorn,Ala Carte,EZO QS,24,41500
Sales,FOOD,NUSANTARA,Ayam Buncis Sambal Hejo,Ayam Buncis Sambal Hejo,Ala Carte,POS,1,40500
Sales,BEVERAGES,NON COFFEE BASED,Chamomile Tea,Chamomile Tea,Ala Carte,EZO QS,1,23000
Sales,TAMBAHAN/ADDITIONAL,EXTRA,Whipping Cream,Whipping Cream,Ala Carte,POS,13,4500
Sales,BEVERAGES,NON COFFEE BASED,Iced Lychee Tea,Iced Lychee Tea,Ala Carte,EZO QS,186,22500
Sales,"BREAD, CAKE & PASTRY",BREAD,Cheese Banana,Cheese Banana,Ala Carte,POS,763,11000
Sales,"BREAD, CAKE & PASTRY",BREAD,Choco Bun,Choco Bun,Ala Carte,POS,763,9500
Sales,BEVERAGES,NON COFFEE BASED,Iced Yakultberry,Iced Yakultberry,Ala Carte,GRAB,1,27000
Sales,SNACK,ANEKA KUE,Risoles Mayo,Risoles Mayo,Ala Carte,POS,22,6500
Sales,BEVERAGES,COFFEE BASED,Red Ginger Americano,Red Ginger Americano,Ala Carte,EZO QS,16,21500
Sales,BEVERAGES,COFFEE BASED,Iced Avocado Latte,Iced Avocado Latte,Ala Carte,POS,186,29000
Sales,BEVERAGES,COFFEE BASED,Iced Kopi Turkish,Iced Kopi Turkish,Ala Carte,POS,28,20500
Sales,SNACK,ANEKA KUE,Kue Lapis,Kue Lapis,Ala Carte,POS,126,5000
Sales,FOOD,NUSANTARA,Nasi Bakar Cumi,Nasi Bakar Cumi,Ala Carte,EZO QS,71,34000
Sales,ROKOK SIN,KRETEK,Nashuha,Nashuha Kretek Premium,Ala Carte,EZO QS,2,21000
Sales,BEVERAGES,NON COFFEE BASED,Iced Yakultberry,Iced Yakultberry,Ala Carte,POS,293,25000
Sales,TAMBAHAN/ADDITIONAL,EXTRA,Es Batu,Es Batu,Ala Carte,EZO QS,15,2000
Sales,COOKIES,TOPLES,Choco Stick,Choco Stick,Ala Carte,POS,4,119500
Sales,TAMBAHAN/ADDITIONAL,EXTRA,Extra Sambal Matah,Extra Sambal Matah,Ala Carte,POS,18,4500
Sales,SNACK,ANEKA KUE,Sosis Solo,Sosis Solo,Ala Carte,POS,61,7000
Sales,"BREAD, CAKE & PASTRY",BREAD,Choco Banana,Choco Banana,Ala Carte,POS,835,9000
Sales,TAMBAHAN/ADDITIONAL,EXTRA,Nasi,Nasi,Ala Carte,EZO QS,21,5000
Sales,FOOD,NUSANTARA,Sop Buntut Bakar,Sop Buntut Bakar,Ala Carte,EZO QS,18,71500
Sales,FOOD,STEAK,Hamburg Snitczhel,Hamburg Snitczhel,Ala Carte,POS,8,49500
Sales,BEVERAGES,COFFEE BASED,Iced Pandan Latte,Iced Pandan Latte,Ala Carte,EZO QS,22,24500
Sales,BEVERAGES,COFFEE BASED,Iced Kopi Turkish,Iced Kopi Turkish,Ala Carte,EZO QS,1,20500
Sales,SNACK,CAMILAN KERING,Toples Soes kering Coklat,Toples Soes kering Coklat,Ala Carte,POS,28,28500
Sales,BEVERAGES,COFFEE BASED,Salt Aren Latte,Iced Aren Latte,Package,POS,123,32500
Sales,BEVERAGES,NON COFFEE BASED,Milkshake,Milkshake,Ala Carte,POS,132,21000
Sales,FOOD,NUSANTARA,Sop Iga,Sop Iga,Ala Carte,EZO QS,14,72500
Sales,SNACK,CAMILAN KERING,Toples Kerupuk Bangka,Toples Kerupuk Bangka,Ala Carte,POS,19,34500
Sales,BEVERAGES,NON COFFEE BASED,Red Ginger Tea,Red Ginger Tea,Ala Carte,EZO QS,18,19500
Sales,FOOD,NUSANTARA,Ayam Taliwang,Ayam Taliwang,Ala Carte,EZO QS,34,42500
Sales,BEVERAGES,NON COFFEE BASED,Lemongrass Ginger Milk,Lemongrass Ginger Milk,Ala Carte,EZO QS,40,22000
Sales,FOOD,INTERNATIONAL,Beef Cordon Bleu,Beef Cordon Bleu,Ala Carte,EZO DELIVERY,1,78000
Sales,LITE MEAL,LITE MEAL,Ala Nachos Grande,Ala Nachos Grande,Ala Carte,EZO QS,11,50500
Sales,FOOD,NUSANTARA,Dori Sambal Matah,Dori Sambal Matah,Ala Carte,EZO DELIVERY,2,33000
Sales,LITE MEAL,LITE MEAL,Cheese Mapple Banana,Cheese Mapple Banana,Ala Carte,POS,45,34000
Sales,TAMBAHAN/ADDITIONAL,EXTRA,Es Batu,Es Batu,Ala Carte,POS,232,2000
Sales,ROKOK SIN,FILTER,Mind Menthol,Mind Menthol Filter,Ala Carte,EZO QS,1,25000
Sales,BEVERAGES,COFFEE BASED,Salt Caramel Latte,Salt Caramel Latte,Package,GRAB,3,28500
Sales,FOOD,STEAK,Sirloin Meltique,Sirloin Meltique,Ala Carte,EZO QS,7,138000
Sales,FOOD,INTERNATIONAL,Dori Butter Lemon,Dori Butter Lemon,Ala Carte,EZO DELIVERY,1,46500
Sales,SNACK,CAMILAN KERING,Topless Kecil Basreng Pedas,SMALL Basreng Pedas,Ala Carte,POS,131,24500
Sales,TAMBAHAN/ADDITIONAL,EXTRA,Mushroom sauce,Mushroom sauce,Ala Carte,POS,14,14500
Sales,FOOD,NUSANTARA,Nasi Bakar Ayam,Nasi Bakar Ayam,Ala Carte,POS,78,32500
Sales,FOOD,NUSANTARA,Bakmi Goreng Ayam,Bakmi Goreng Ayam,Ala Carte,EZO QS,75,35500
Sales,LITE MEAL,LITE MEAL,Cheese Mapple Banana,Cheese Mapple Banana,Ala Carte,EZO DELIVERY,1,32500
Sales,TAMBAHAN/ADDITIONAL,EXTRA,Sosis,Sosis,Ala Carte,POS,102,5500
Sales,SNACK,CAMILAN KERING,Toples Samosa,Samosa Toples,Ala Carte,POS,33,24000
Sales,TAMBAHAN/ADDITIONAL,EXTRA,Whipping Cream,Whipping Cream,Ala Carte,EZO QS,1,8000
Sales,BEVERAGES,COFFEE BASED,Vietnam Drip,Vietnam Drip,Ala Carte,EZO QS,30,23000
Sales,FOOD,NUSANTARA,Nasi Goreng Jawa,Nasi Goreng Jawa,Ala Carte,EZO DELIVERY,4,29500
Sales,"BREAD, CAKE & PASTRY",BREAD,Coffee Bun,Coffee Bun,Ala Carte,POS,96,9500
Sales,FOOD,NUSANTARA,Ayam Goreng Serundeng,Ayam Goreng Serundeng,Ala Carte,POS,50,41500
Sales,SNACK,CAMILAN KERING,Soes Kering Original,Soes Kering Original,Ala Carte,POS,1,23500
Sales,BEVERAGES,NON COFFEE BASED,Hot Tea Original,Hot Tea Original,Ala Carte,POS,448,12000
Sales,TAMBAHAN/ADDITIONAL,EXTRA,Kerupuk udang,Kerupuk udang,Ala Carte,POS,66,5000
Sales,BEVERAGES,NON COFFEE BASED,Chamomile Tea,Chamomile Tea,Ala Carte,POS,7,26500
Sales,BEVERAGES,NON COFFEE BASED,Iced Double Choco Cream,Iced Double Choco Cream,Ala Carte,EZO QS,77,25500
Sales,BEVERAGES,NON COFFEE BASED,Susu Almond Herbal,Susu Almond Herbal,Ala Carte,EZO QS,3,23500
Sales,LITE MEAL,LITE MEAL,Dimsum Pack,Dimsum Pack,Ala Carte,POS,30,25500
Sales,LITE MEAL,LITE MEAL,Cheesy Splash Burger,Cheesy Burger,Ala Carte,EZO DELIVERY,1,59000
Sales,FOOD,INTERNATIONAL,Carbonara,Carbonara,Ala Carte,EZO DELIVERY,9,41500
Sales,LITE MEAL,LITE MEAL,Omelette W/ Potatoes,Omelette W/ Potatoes,Ala Carte,EZO DELIVERY,3,33500
Sales,BEVERAGES,COFFEE BASED,Vanilla Latte,Vanilla Latte,Ala Carte,POS,24,25500
Sales,LITE MEAL,LITE MEAL,Kentang Gr. Saus Keju,Kentang Gr. Saus Keju,Ala Carte,EZO QS,81,34000
Sales,FOOD,STEAK,Us Black Angus Ribeye,Us Black Angus Ribeye,Ala Carte,POS,6,256500
Sales,FOOD,INTERNATIONAL,Dori Salted Egg Rice,Dori Salted Egg Rice,Ala Carte,POS,60,48000
Sales,FOOD,STEAK,Sirloin Local Beef,Sirloin Local Beef,Ala Carte,EZO DELIVERY,1,88000
Sales,LITE MEAL,LITE MEAL,Tahu Cabe Garam,Tahu Cabe Garam,Ala Carte,EZO DELIVERY,1,23500
Sales,SNACK,CAMILAN KERING,Makaroni Rujak Bali,Makaroni Rujak Bali,Ala Carte,POS,12,25000
Sales,TAMBAHAN/ADDITIONAL,EXTRA,Telur Asin,Telur Asin,Ala Carte,POS,2,8500
Sales,LITE MEAL,LITE MEAL,Mixed Platter,Mixed Platter,Ala Carte,EZO QS,51,41000
Sales,FOOD,NUSANTARA,Ayam Buncis Sambal Hejo,Ayam Buncis Sambal Hejo,Ala Carte,POS,112,38000
Sales,BEVERAGES,COFFEE BASED,Iced Blackjack,Iced Blackjack,Ala Carte,EZO QS,13,24000
Sales,FOOD,NUSANTARA,Nasi Goreng Jawa,Nasi Goreng Jawa,Ala Carte,EZO QS,128,33500
Sales,ROKOK SIN,KRETEK,Nogososro,Nogososro Kretek Premium,Ala Carte,POS,1,23500
Sales,BEVERAGES,NON COFFEE BASED,Hot Tea Original,Hot Tea Original,Ala Carte,EZO QS,83,11000
Sales,BEVERAGES,NON COFFEE BASED,Hot Lemon Tea,Hot Lemon Tea,Ala Carte,POS,161,15000
Sales,TAMBAHAN/ADDITIONAL,EXTRA,Tartar sauce,Tartar sauce,Ala Carte,EZO QS,1,9000
Sales,BEVERAGES,NON COFFEE BASED,Iced Yakultberry,Iced Yakultberry,Ala Carte,EZO QS,100,25000
Sales,LITE MEAL,LITE MEAL,Omelette W/ Potatoes,Omelette W/ Potatoes,Ala Carte,EZO QS,97,34500
Sales,TAMBAHAN/ADDITIONAL,EXTRA,Tempe,Tempe,Ala Carte,POS,7,4000
Sales,BEVERAGES,COFFEE BASED,Kopi Tua,Kopi Tua,Ala Carte,POS,2,23000
Sales,SNACK,CAMILAN KERING,Toples Bolu Kering,Toples Bolu Kering,Ala Carte,POS,17,37500
Sales,BEVERAGES,NON COFFEE BASED,Iced Fresh Milk,Iced Fresh Milk,Ala Carte,POS,59,19000
Sales,TAMBAHAN/ADDITIONAL,EXTRA,Extra Sambal Terasi,Extra Sambal Terasi,Ala Carte,POS,27,6000
Sales,SARAPAN PAGI,Special Breakfast,Pisang Goreng,Pisang Goreng,Ala Carte,POS,114,18500
Sales,LITE MEAL,LITE MEAL,3 Risoles Mayo,3 Risoles Mayo,Ala Carte,EZO DELIVERY,1,24500
Sales,FOOD,NUSANTARA,Nasi Goreng Ayam Spesial,Nasi Goreng Ayam Spesial,Ala Carte,EZO DELIVERY,2,37000
Sales,BEVERAGES,COFFEE BASED,Salt Aren Latte,Iced Aren Latte,Package,EZO QS,2,32000
Sales,TAMBAHAN/ADDITIONAL,EXTRA,Extra box kecil,Extra box kecil,Ala Carte,POS,4,2000
Sales,TAMBAHAN/ADDITIONAL,EXTRA,Tartar sauce,Tartar sauce,Ala Carte,EZO DELIVERY,1,9500
Sales,FOOD,NUSANTARA,Sop Iga Bakar,Sop Iga Bakar,Ala Carte,POS,5,79500
Sales,"BREAD, CAKE & PASTRY",CAKE,Bolu Jadul,Bolu Jadul,Ala Carte,POS,66,7000
Sales,BEVERAGES,NON COFFEE BASED,Bubble Gum Milk Cream,Bubble Gum Milk Cream,Ala Carte,POS,135,28500
Sales,FOOD,NUSANTARA,Soto Ayam,Soto Ayam,Ala Carte,EZO DELIVERY,1,33500
Sales,SARAPAN PAGI,Special Breakfast,Nasi Pecel,Nasi Pecel,Ala Carte,POS,10,32000
Sales,TAMBAHAN/ADDITIONAL,EXTRA,Emping,Emping,Ala Carte,POS,18,8500
Sales,LITE MEAL,LITE MEAL,3 Risoles Mayo,3 Risoles Mayo,Ala Carte,POS,72,22000
Sales,FOOD,STEAK,Hamburg Snitczhel,Hamburg Snitczhel,Ala Carte,EZO QS,8,58000
Sales,FOOD,NUSANTARA,Ayam Buncis Sambal Hejo,Ayam Buncis Sambal Hejo,Ala Carte,EZO QS,50,33000
Sales,FOOD,NUSANTARA,Ayam Goreng Lalaban,Ayam Goreng Lalaban,Ala Carte,POS,83,38500
Sales,FOOD,INTERNATIONAL,Chicken Cordon Bleu,Chicken Cordon Bleu,Ala Carte,POS,100,58500
Sales,FOOD,NUSANTARA,Ayam Goreng Serundeng,Ayam Goreng Serundeng,Ala Carte,POS,111,43000
Sales,LITE MEAL,LITE MEAL,3 Sosis Solo,3 Sosis Solo,Ala Carte,EZO QS,16,21000
Sales,BEVERAGES,NON COFFEE BASED,Lemongrass Ginger Milk,Lemongrass Ginger Milk,Ala Carte,EZO DELIVERY,2,21500
Sales,BEVERAGES,COFFEE BASED,Iced Coffee Latte,Iced Coffee Latte,Ala Carte,EZO QS,73,26500
Sales,FOOD,INTERNATIONAL,Fish and chips,Fish and chips,Ala Carte,EZO QS,148,50500
Sales,SNACK,ANEKA KUE,Risoles Mayo,Risoles Mayo,Ala Carte,POS,53,7500
Sales,FOOD,STEAK,LARGE Size Sirloin Local,LARGE Size Sirloin Local,Ala Carte,POS,1,91000
Sales,LITE MEAL,LITE MEAL,Omelette W/ Potatoes,Omelette W/ Potatoes,Ala Carte,GRAB,2,35500
Sales,FOOD,NUSANTARA,Nasi Bakar Ayam,Nasi Bakar Ayam,Ala Carte,EZO QS,26,27500
Sales,ROKOK SIN,ECERAN/BATANG,KRAKATAU 1 Batang,KRAKATAU 1 Batang,Ala Carte,EZO QS,2,6500
Sales,BEVERAGES,COFFEE BASED,Kopi Turkish Latte,Kopi Turkish Latte,Ala Carte,EZO QS,14,23500
Sales,FOOD,INTERNATIONAL,Pasta Mushroom Stroganoff,Pasta Stroganoff,Ala Carte,POS,26,70000
Sales,"BREAD, CAKE & PASTRY",BREAD,Roti Bun (kosong),Roti Bun (kosong),Ala Carte,POS,2,6500
Sales,FOOD,NUSANTARA,Empal Suwir Krawu,Empal Suwir Krawu,Ala Carte,EZO DELIVERY,2,44500
Sales,BEVERAGES,NON COFFEE BASED,Hot Tea Original,Hot Tea Original,Ala Carte,EZO QS,39,11500
Sales,SNACK,CAMILAN KERING,Toples Sumpia Udang,Toples Sumpia Udang,Ala Carte,POS,67,25000
Sales,COOKIES,TOPLES,Choco Chips,Choco Chips,Ala Carte,POS,2,88000
Sales,FOOD,STEAK,Sirloin Local Beef,Sirloin Local Beef,Ala Carte,EZO QS,15,80500
Sales,"BREAD, CAKE & PASTRY",BREAD,Sarikaya Bun,Sarikaya Bun,Ala Carte,POS,489,8500
Sales,FOOD,NUSANTARA,Rawon Surabaya,Rawon Surabaya,Ala Carte,POS,156,47000
Sales,BEVERAGES,COFFEE BASED,Salt Caramel Latte,Salt Caramel Latte,Package,EZO QS,1,33000
Sales,BEVERAGES,NON COFFEE BASED,Iced Fresh Milk,Iced Fresh Milk,Ala Carte,EZO QS,17,20000
Sales,FOOD,STEAK,Ribeye Meltique,Ribeye Meltique,Ala Carte,POS,18,142500
Sales,FOOD,NUSANTARA,Sop Buntut Bakar,Sop Buntut Bakar,Ala Carte,POS,40,81000
Sales,BEVERAGES,NON COFFEE BASED,Iced Pandan Tea,Iced Pandan Tea,Ala Carte,GRAB,1,13500
Sales,ROKOK SIN,KRETEK,Krypto,Krypto Kretek Premium,Ala Carte,POS,1,65500
Sales,LITE MEAL,LITE MEAL,Chicken Popcorn,Chicken Popcorn,Ala Carte,EZO DELIVERY,3,41500
Sales,TAMBAHAN/ADDITIONAL,EXTRA,Kerupuk udang,Kerupuk udang,Ala Carte,EZO QS,11,4500
Sales,BEVERAGES,COFFEE BASED,Hot Aren Latte,Aren Latte,Ala Carte,EZO QS,28,25000
Sales,ROKOK SIN,KRETEK,Krakatau,Krakatau Kretek Premium,Ala Carte,POS,2,68000
Sales,ROKOK SIN,KRETEK,Provost,Provost Kretek Premium,Ala Carte,POS,6,30000
Sales,FOOD,NUSANTARA,Nasi Goreng Jawa,Nasi Goreng Jawa,Ala Carte,POS,1,34500
Sales,FOOD,INTERNATIONAL,Dori Aglio Olio,Dori Aglio Olio,Ala Carte,EZO QS,52,46500
Sales,BEVERAGES,COFFEE BASED,Vanilla Latte,Vanilla Latte,Ala Carte,EZO QS,8,26500
Sales,BEVERAGES,COFFEE BASED,Iced Turkish Latte,Iced Turkish Latte,Ala Carte,EZO QS,9,25000
Sales,FOOD,INTERNATIONAL,Carbonara,Carbonara,Ala Carte,GRAB,6,43500
Sales,LITE MEAL,LITE MEAL,Ala Nachos Grande,Ala Nachos Grande,Ala Carte,POS,35,50000
Sales,FOOD,NUSANTARA,Sop Buntut Bakar,Sop Buntut Bakar,Ala Carte,POS,11,84500
Sales,BEVERAGES,COFFEE BASED,Caramel Latte,Caramel Latte,Ala Carte,EZO QS,18,28000
Sales,FOOD,STEAK,Wagyu Meltique Tenderloin,Wagyu Meltique Tenderloin,Ala Carte,EZO QS,11,144500
Sales,FOOD,NUSANTARA,Ayam Buncis Lada Hitam,Ayam Buncis Lada Hitam,Ala Carte,POS,141,35000
Sales,BEVERAGES,COFFEE BASED,Iced Kopi Turkish,Iced Kopi Turkish,Ala Carte,EZO QS,3,20000
Sales,FOOD,INTERNATIONAL,Amali Sirloin Fettuccine,Amali Sirloin Fettuccine,Ala Carte,POS,20,94500
Sales,FOOD,NUSANTARA,Dori Sambal Matah,Dori Sambal Matah,Ala Carte,GRAB,2,36500
Sales,SNACK,ANEKA KUE,Sosis Solo,Sosis Solo,Ala Carte,POS,32,7500
Sales,"BREAD, CAKE & PASTRY",BREAD,Red Beans Bread,Red Beans Bread,Ala Carte,POS,1,8000
Sales,BEVERAGES,COFFEE BASED,Iced Blackjack,Iced Blackjack,Ala Carte,POS,58,23500
Sales,BEVERAGES,NON COFFEE BASED,Iced Tea Original,Iced Tea Original,Ala Carte,POS,261,11000
Sales,SARAPAN PAGI,Special Breakfast,Breakfast Bowl Chicken Katsu,Bowl Chicken Katsu,Ala Carte,POS,29,27000
Sales,BEVERAGES,NON COFFEE BASED,Iced Lychee Tea,Iced Lychee Tea,Ala Carte,POS,583,23500
Sales,TAMBAHAN/ADDITIONAL,EXTRA,Tartar sauce,Tartar sauce,Ala Carte,POS,2,9000
Sales,BEVERAGES,COFFEE BASED,Americano (Hot),Americano (Hot),Ala Carte,GRAB,1,22500
Sales,TAMBAHAN/ADDITIONAL,EXTRA,Biaya Tambahan (SURCHARGE),BIAYA TAMBAHAN,Ala Carte,POS,1,13500
Sales,BEVERAGES,NON COFFEE BASED,Hot Double Cheese,Hot Double Cheese,Ala Carte,EZO QS,7,27500
Sales,BEVERAGES,NON COFFEE BASED,Double Chocolate,Double Chocolate,Ala Carte,POS,138,23000
Sales,FOOD,NUSANTARA,Nasi Goreng Ayam Spesial,Nasi Goreng Ayam Spesial,Ala Carte,GRAB,5,34500
Sales,BEVERAGES,COFFEE BASED,Iced Americano,Iced Americano,Ala Carte,EZO QS,29,22500
Sales,BEVERAGES,NON COFFEE BASED,Amali Drink (Iced),Amali Drink (Iced),Ala Carte,POS,274,18500
Sales,BEVERAGES,COFFEE BASED,Iced Kopi Turkish,Iced Kopi Turkish,Ala Carte,POS,28,21000
Sales,FOOD,NUSANTARA,Soto Ayam,Soto Ayam,Ala Carte,POS,341,33500
Sales,SARAPAN PAGI,Special Breakfast,Sate Ayamali Taichan,Sate Taichan,Ala Carte,POS,4,37000
Sales,BEVERAGES,NON COFFEE BASED,Iced Mojito Mint,Iced Mojito Mint,Ala Carte,EZO QS,37,26500
Sales,BEVERAGES,COFFEE BASED,Americano (Hot),Americano (Hot),Ala Carte,EZO QS,18,22000
Sales,BEVERAGES,COFFEE BASED,Iced Avocado Latte,Iced Avocado Latte,Ala Carte,EZO DELIVERY,1,26000
Sales,SARAPAN PAGI,Special Breakfast,Breakfast Bowl Chicken Mushroom,Bowl Chicken Mushroom,Ala Carte,POS,1,25000
Sales,ROKOK SIN,ECERAN/BATANG,PROVOST 1 batang,PROVOST 1 batang,Ala Carte,POS,47,3000
Sales,FOOD,STEAK,Chicken Steak,Chicken Steak,Ala Carte,POS,108,66500
Sales,"BREAD, CAKE & PASTRY",BREAD,Coffee Bun,Coffee Bun,Ala Carte,POS,543,8000
Sales,FOOD,NUSANTARA,Nasi Goreng Rawon Hitam,Nasi Goreng Rawon Hitam,Ala Carte,EZO QS,10,71000
Sales,LITE MEAL,LITE MEAL,3 Risoles Mayo,3 Risoles Mayo,Ala Carte,EZO QS,21,24000
Sales,FOOD,NUSANTARA,Nasi Goreng Jawa,Nasi Goreng Jawa,Ala Carte,GRAB,2,32000
Sales,FOOD,INTERNATIONAL,Hainan Chicken Rice,Hainan Chicken Rice,Ala Carte,POS,157,41000
Sales,BEVERAGES,COFFEE BASED,Iced Vanilla Latte,Iced Vanilla Latte,Ala Carte,POS,158,28500
Sales,FOOD,INTERNATIONAL,Hainan Chicken Rice,Hainan Chicken Rice,Ala Carte,EZO QS,54,45000
Sales,COOKIES,TOPLES,SMALL Putri Salju,(Small) Putri Salju,Ala Carte,POS,11,65000
Sales,SARAPAN PAGI,Special Breakfast,Breakfast Bowl Chicken Mushroom,Bowl Chicken Mushroom,Ala Carte,GRAB,1,28500
Sales,FOOD,NUSANTARA,Ayam Taliwang,Ayam Taliwang,Ala Carte,EZO DELIVERY,1,50500
Sales,SARAPAN PAGI,Special Breakfast,Pisang Goreng,Pisang Goreng,Ala Carte,EZO QS,3,17000
Sales,ROKOK SIN,FILTER,Patriot,Patriot Filter,Ala Carte,POS,2,21000
Sales,FOOD,NUSANTARA,Nasi Goreng Jawa,Nasi Goreng Jawa,Ala Carte,POS,299,31000
Sales,BEVERAGES,COFFEE BASED,Iced Avocado Latte,Iced Avocado Latte,Ala Carte,EZO QS,37,25500
Sales,BEVERAGES,COFFEE BASED,Iced Mocaccino,Iced Mocaccino,Ala Carte,EZO QS,13,27500
Sales,BEVERAGES,NON COFFEE BASED,Iced Matcha Latte Cream,Iced Matcha Latte Cream,Ala Carte,POS,285,27000
Sales,FOOD,INTERNATIONAL,Chicken Cordon Bleu,Chicken Cordon Bleu,Ala Carte,EZO QS,47,65500
Sales,FOOD,STEAK,Hamburg Steak,Hamburg Steak,Ala Carte,POS,63,62000
Sales,TAMBAHAN/ADDITIONAL,EXTRA,Telur Mata Sapi,Telur Mata Sapi,Ala Carte,EZO QS,16,7000
Sales,TAMBAHAN/ADDITIONAL,EXTRA,Biaya Tambahan (SURCHARGE),BIAYA TAMBAHAN,Ala Carte,POS,1,155500
Sales,TAMBAHAN/ADDITIONAL,EXTRA,Emping,Emping,Ala Carte,EZO QS,5,7500
Sales,SNACK,CAMILAN KERING,Keripik Bayam,Keripik Bayam,Ala Carte,POS,10,27000
Sales,BEVERAGES,NON COFFEE BASED,Susu Almond Herbal,Susu Almond Herbal,Ala Carte,POS,8,25000
Sales,BEVERAGES,COFFEE BASED,Coffee Latte,Coffee Latte,Ala Carte,EZO QS,14,26000
Sales,COOKIES,TOPLES,Sagu Keju,Sagu Keju,Ala Carte,POS,12,84000
Sales,TAMBAHAN/ADDITIONAL,EXTRA,Whipping Cream,Whipping Cream,Ala Carte,POS,16,8000
Sales,FOOD,STEAK,Hamburg Steak,Hamburg Steak,Ala Carte,EZO QS,27,67000
Sales,"BREAD, CAKE & PASTRY",BREAD,Sweet Cheese,Sweet Cheese,Ala Carte,POS,374,9500
Sales,BEVERAGES,NON COFFEE BASED,Iced Pandan Tea,Iced Pandan Tea,Ala Carte,EZO QS,82,12500
Sales,BEVERAGES,COFFEE BASED,Espresso Double,Espresso Double,Ala Carte,EZO QS,1,16000
Sales,TAMBAHAN/ADDITIONAL,EXTRA,Saus Mayo,Saus Mayo,Ala Carte,POS,3,5000
Sales,BEVERAGES,COFFEE BASED,Espresso Single,Espresso Single,Ala Carte,EZO QS,2,12500
Sales,LITE MEAL,LITE MEAL,Omelette W/ Potatoes,Omelette W/ Potatoes,Ala Carte,POS,308,31000
Sales,BEVERAGES,COFFEE BASED,Iced Caramel Latte,Iced Caramel Latte,Ala Carte,EZO DELIVERY,4,28000
Sales,BEVERAGES,NON COFFEE BASED,Artisan Tea - Flavor & Aroma Theraphy,Artsn Tea-Flavor & Arma Thrphy,Ala Carte,EZO QS,38,24500
Sales,BEVERAGES,COFFEE BASED,Americano (Hot),Americano (Hot),Ala Carte,POS,349,22500
Sales,FOOD,NUSANTARA,Nasi Goreng Balacan,Nasi Goreng Balacan,Ala Carte,EZO QS,69,33500
Sales,BEVERAGES,NON COFFEE BASED,Organic Green Juice,O Green Juice,Ala Carte,POS,424,30000
Sales,SARAPAN PAGI,Special Breakfast,Breakfast Bowl Beef Sambal Matah,Bowl Beef Sambal Matah,Ala Carte,POS,11,32500
Sales,BEVERAGES,COFFEE BASED,Coffee Latte,Coffee Latte,Ala Carte,POS,179,22500
Sales,TAMBAHAN/ADDITIONAL,EXTRA,Extra Sambal Matah,Extra Sambal Matah,Ala Carte,EZO QS,3,5000
Sales,BEVERAGES,COFFEE BASED,Espresso Double,Espresso Double,Ala Carte,POS,7,16500
Sales,BEVERAGES,NON COFFEE BASED,Lemongrass Ginger Milk,Lemongrass Ginger Milk,Ala Carte,POS,276,25500
Sales,LITE MEAL,LITE MEAL,Cheesy Splash Burger,Cheesy Burger,Ala Carte,EZO QS,8,60000
Sales,SNACK,ANEKA KUE,Soes Original,Soes Original,Ala Carte,POS,23,8000
Sales,FOOD,NUSANTARA,Empal Suwir Krawu,Empal Suwir Krawu,Ala Carte,POS,65,48500
Sales,FOOD,STEAK,Sirloin Meltique,Sirloin Meltique,Ala Carte,POS,26,123500
Sales,FOOD,INTERNATIONAL,Bolognese,Bolognese,Ala Carte,EZO QS,31,38000
Sales,BEVERAGES,NON COFFEE BASED,Iced Double Cheese Cream,Iced Double Cheese Cream,Ala Carte,EZO QS,7,27500
Sales,ROKOK SIN,FILTER,ENCODE,ENCODE,Ala Carte,POS,4,32000
Sales,SARAPAN PAGI,Special Breakfast,Nasi Tempong Banyuwangi,Nasi Tempong,Ala Carte,POS,38,29500
Sales,FOOD,NUSANTARA,Sop Iga,Sop Iga,Ala Carte,POS,10,88000
Sales,BEVERAGES,COFFEE BASED,Soda Blackjack,Soda Blackjack,Ala Carte,EZO QS,6,36000
